ipen;idTaxon;secteur;matched_name;Inventaire FRIBG;taxon.ott_id;ott_id;rank;wikidataId;wd_taxa_qid
XX 0 FRIBG 10000532;Aesculus hippocastanum L.;Microscopie;Aesculus hippocastanum;aesculus hippocastanum;404238;404238;species;http://www.wikidata.org/entity/Q26899;Q26899
XX 0 FRIBG 19990359;Aesculus hippocastanum L.;Arboretum;Aesculus hippocastanum;aesculus hippocastanum;404238;404238;species;http://www.wikidata.org/entity/Q26899;Q26899
XX 0 FRIBG 20000317;Aesculus parviflora Walter;Arboretum;Aesculus parviflora;aesculus parviflora;199561;199561;species;http://www.wikidata.org/entity/Q162440;Q162440
XX 0 FRIBG 20000317;Aesculus parviflora Walter;Syst‚¨me 3;Aesculus parviflora;aesculus parviflora;199561;199561;species;http://www.wikidata.org/entity/Q162440;Q162440
XX 0 FRIBG 19950729;Aesculus x carnea Hayne;Arboretum;Aesculus flava;aesculus flava;199581;199581;species;;
XX 0 FRIBG 20170257;Aethionema grandiflorum Boiss. et Hohen.;Syst‚¨me 3;Aethionema grandiflorum;aethionema grandiflorum;323921;323921;species;;
XX 0 FRIBG 20050471;Aethionema oppositifolium (Pers.) Hedge;Rocaille 3;Aethionema oppositifolium;aethionema oppositifolium;15318;15318;species;;
IT 0 FRIBG 20010326;Aethionema saxatile (L.) R. Br.;Alp. calcaire 6;Aethionema saxatile;aethionema saxatile;334451;334451;species;;
IT 0 FRIBG 20160459;Aethionema thomasianum J. Gay;Rocaille 3;Aethionema thomasianum;aethionema thomasianum;3932895;3932895;species;;
XX 0 FRIBG 10000013;Aethusa cynapium L.;Zone humide;Aethusa cynapium;aethusa cynapium;1005122;1005122;species;http://www.wikidata.org/entity/Q627429;Q627429
GH 0 BONN 4971;Aframomum melegueta K. Schum.;Serre 5;Aframomum melegueta;aframomum melegueta;268114;268114;species;http://www.wikidata.org/entity/Q1503476;Q1503476
XX 0 FRIBG 19950651;Agapanthus - Headbourne- Hybriden;G‚ophytes;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 20100505;Agapanthus - Headbourne- Hybriden 'Alba';G‚ophytes;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 19890369;Agapanthus africanus (L.) Hoffmanns.;Pl. d'orangerie;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 19890363;Agapanthus africanus (L.) Hoffmanns.;Pl. d'orangerie;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 19890577;Agapanthus campanulatus F.M. Leight.;G‚ophytes;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 19890574;Agapanthus inapertus P. Beauvais subsp. intermedius;Pl. d'orangerie;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 19940389;Agapanthus nutans Leight.;G‚ophytes;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 10000535;Agapanthus praecox subsp. orientalis (Leight.) Leight.;Pl. d'orangerie;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 FRIBG 10000535;Agapanthus praecox subsp. orientalis (Leight.) Leight.;Pl. d'orangerie;Agapanthus;agapanthus -;133506;133506;genus;;
XX 0 DUSS 6337;Agastache aurantiaca (A. Gray) Lint & Epling;Syst‚¨me 1;Agastache pallidiflora;agastache pallidiflora;362686;362686;species;;
XX 0 JENA 7000429;Agastache rugosa (Fisch. et C.A. Mey.) Kuntze;Syst‚¨me 1;Agastache rugosa;agastache rugosa;485528;485528;species;http://www.wikidata.org/entity/Q1195985;Q1195985
XX 0 FRIBG 10000542;Agave sisalana Perrine;Pl. d'orangerie;Agave sisalana;agave sisalana;938653;938653;species;http://www.wikidata.org/entity/Q159221;Q159221
XX 0 FRIBG 20120340;Agave sp.;Serre 1 Am.;Agave;agave.;973369;973369;genus;http://www.wikidata.org/entity/Q155874;Q155874
XX 0 FRIBG 10000014;Ageratina altissima (L.) R.M. King et H. Rob.;Syst‚¨me 1;Ageratina altissima;ageratina altissima;345514;345514;species;http://www.wikidata.org/entity/Q3271463;Q3271463
XX 0 FRIBG 10000545;Ageratum houstonianum Mill.;Syst‚¨me 1;Ageratum houstonianum;ageratum houstonianum;1071119;1071119;species;http://www.wikidata.org/entity/Q280807;Q280807
XX 0 FRIBG 10003137;Aglaonema commutatum var. commutatum Nicolson 'Treubii';Serre 4;Aglaonema commutatum;aglaonema commutatum;4001071;4001071;species;;
XX 0 FRIBG 10003138;Aglaonema modestum Schott;Serre 4;Aglaonema modestum;aglaonema modestum;1003614;1003614;species;;
CH 0 FRIBG 20140019;Agrimonia eupatoria L.;Syst‚¨me 2;Agrimonia eupatoria;agrimonia eupatoria;852855;852855;species;http://www.wikidata.org/entity/Q156865;Q156865
XX 0 FRIBG 10000002;Agrimonia eupatoria L.;M‚dicinal;Agrimonia eupatoria;agrimonia eupatoria;852855;852855;species;http://www.wikidata.org/entity/Q156865;Q156865
XX 0 FRIBG 10000546;Agrimonia procera Wallr.;Syst‚¨me 2;Agrimonia procera;agrimonia procera;869830;869830;species;;
XX 0 FRIBG 10000547;Agropyron repens P.Beauv.;M‚dicinal;Agropyron repens;agropyron repens;218255;218255;species;http://www.wikidata.org/entity/Q276262;Q276262
XX 0 FRIBG 10000083;Agrostemma githago L.;Syst‚¨me 3;Agrostemma githago;agrostemma githago;689981;689981;species;http://www.wikidata.org/entity/Q147852;Q147852
XX 0 FRIBG 20160222;Agrostis capillaris L.;Syst‚¨me 4;Agrostis capillaris;agrostis capillaris;550221;550221;species;;
ES 0 FRIBG 19920611;Aichryson laxum (Haw.) Bramwell;Serre 1 Canar.;Aichryson laxum;aichryson laxum;61167;61167;species;;
AT 0 FRIBG 20070311;Ajuga pyramidalis L.;Alp. siliceux;Ajuga pyramidalis;ajuga pyramidalis;3882658;3882658;species;http://www.wikidata.org/entity/Q159714;Q159714
XX 0 FRIBG 10000551;Ajuga reptans L.;Syst‚¨me 1;Ajuga reptans;ajuga reptans;11338;11338;species;http://www.wikidata.org/entity/Q157249;Q157249
XX 0 FRIBG 20031110;Akebia quinata (Houtt.) Decne.;Pavillon vert;Akebia quinata;akebia quinata;303954;303954;species;http://www.wikidata.org/entity/Q1482093;Q1482093
XX 0 FRIBG 20140517;Akebia quinata (Houtt.) Decne.;Syst‚¨me 3;Akebia quinata;akebia quinata;303954;303954;species;http://www.wikidata.org/entity/Q1482093;Q1482093
XX 0 FRIBG 19990340;Akebia trifoliata (Thunb.) Koidz.;Entr‚e AMI;Akebia trifoliata;akebia trifoliata;97323;97323;species;http://www.wikidata.org/entity/Q1746131;Q1746131
XX 0 FRIBG 19980485;Albizia julibrissin Durazz.;Syst‚¨me 2;Albizia julibrissin;albizia julibrissin;39517;39517;species;http://www.wikidata.org/entity/Q750307;Q750307
XX 0 FRIBG 20000183;Albuca bracteata (Thunb.) J.C. Manning & Goldblatt;G‚ophytes;Albuca bracteata;albuca bracteata;555050;555050;species;http://www.wikidata.org/entity/Q3495727;Q3495727
XX 0 FRIBG 20120333;Albuca bracteata (Thunb.) J.C. Manning & Goldblatt;Serre 1 S-Afr.;Albuca bracteata;albuca bracteata;555050;555050;species;http://www.wikidata.org/entity/Q3495727;Q3495727
XX 0 FRIBG 10000555;Alcea rosea L.;Syst‚¨me 3;Alcea rosea;alcea rosea;97193;97193;species;http://www.wikidata.org/entity/Q27682;Q27682
CH 0 FRIBG 19910915;Alchemilla alpina aggr.;Alp. siliceux;Alchemilla alpina;alchemilla alpina;176699;176699;species;http://www.wikidata.org/entity/Q162477;Q162477
XX 0 FRIBG 10002775;Alchemilla conjuncta aggr.;Alp. calcaire 3;Alchemilla conjuncta;alchemilla conjuncta;3904205;3904205;species;;
XX 0 FRIBG 10002953;Alchemilla conjuncta aggr.;Syst‚¨me 2;Alchemilla conjuncta;alchemilla conjuncta;3904205;3904205;species;;
CH 0 FRIBG 20070356;Alchemilla conjuncta aggr.;M‚dicinal;Alchemilla conjuncta;alchemilla conjuncta;3904205;3904205;species;;
XX 0 FRIBG 20170195;Alchemilla erythropoda Juz.;Syst‚¨me 2;Alchemilla erythropoda;alchemilla erythropoda;682313;682313;species;;
XX 0 FRIBG 10000556;Alchemilla fissa G‚nther et Schummel;Alp. calcaire 2;;;;;;;
XX 0 FRIBG 10000557;Alchemilla hybrida aggr.;Syst‚¨me 2;Alchemilla hybrida;alchemilla hybrida;961715;961715;species;;
XX 0 FRIBG 10000558;Alchemilla mollis (Buser) Rothm.;Syst‚¨me 2;Alchemilla mollis;alchemilla mollis;833570;833570;species;;
CH 0 FRIBG 20040669;Alchemilla plicatula aggr.;Alp. calcaire 5;Alchemilla plicatula;alchemilla plicatula;3904318;3904318;species;;
XX 0 FRIBG 20070097;Alchemilla vulgaris aggr. sensu Heitz;M‚dicinal;Alchemilla vulgaris;alchemilla vulgaris;187697;187697;species;http://www.wikidata.org/entity/Q160189;Q160189
XX 0 FRIBG 10000562;Alisma plantago-aquatica L.;Pl. aquatiques;Alisma plantago-aquatica;alisma plantago-aquatica;484565;484565;species;http://www.wikidata.org/entity/Q21063;Q21063
XX 0 FRIBG 20180111;Alkanna orientalis (L.) Boiss.;Syst‚¨me 1;Alkanna orientalis;alkanna orientalis;1046412;1046412;species;http://www.wikidata.org/entity/Q12234590;Q12234590
XX 0 FRIBG 10000563;Alliaria petiolata (M. Bieb.) Cavara et Grande;Syst‚¨me 3;Alliaria petiolata;alliaria petiolata;440662;440662;species;http://www.wikidata.org/entity/Q160097;Q160097
XX 0 PORTY 10465;Allium aflatunense B. Fedtsch.;G‚ophytes;Allium aflatunense;allium aflatunense;416470;416470;species;http://www.wikidata.org/entity/Q2667079;Q2667079
XX 0 M B/0299;Allium altaicum Pall.;G‚ophytes;Allium altaicum;allium altaicum;421054;421054;species;http://www.wikidata.org/entity/Q4268451;Q4268451
XX 0 FRIBG 20150358;Allium ampeloprasum L.;G‚ophytes;Allium ampeloprasum;allium ampeloprasum;748378;748378;species;http://www.wikidata.org/entity/Q148995;Q148995
XX 0 FRIBG 10000564;Allium angulosum L.;Zone humide;Allium angulosum;allium angulosum;346324;346324;species;http://www.wikidata.org/entity/Q159234;Q159234
DE 0 KL 2008/132;Allium angulosum L.;G‚ophytes;Allium angulosum;allium angulosum;346324;346324;species;http://www.wikidata.org/entity/Q159234;Q159234
XX 0 FRIBG 19950653;Allium atropurpureum Waldst. et Kit.;G‚ophytes;Allium atropurpureum;allium atropurpureum;693747;693747;species;;
AT 0 FRIBG 20030264;Allium carinatum L. subsp. carinatum;Steppe val.;Allium carinatum;allium carinatum;70786;70786;species;;
CH 0 FRIBG 19950286;Allium carinatum subsp. pulchellum Bonnier et Layens;G‚ophytes;Allium carinatum;allium carinatum;70786;70786;species;;
NP 0 FRIBG 20030350;Allium carolinianum DC.;G‚ophytes;Allium carolinianum;allium carolinianum;812430;812430;species;;
;Allium cepa L. (‚chalote);Syst‚¨me 4;;;;;;;
;Allium cepa L. (oignon);M‚dicinal;Allium cepa;allium cepa;781600;781600;species;http://www.wikidata.org/entity/Q23485;Q23485
;Allium cepa L. (oignon);Syst‚¨me 4;Allium cepa;allium cepa;781600;781600;species;http://www.wikidata.org/entity/Q23485;Q23485
CA 0 FRIBG 20060307;Allium cernuum Roth;G‚ophytes;Allium cernuum;allium cernuum;416480;416480;species;http://www.wikidata.org/entity/Q10641333;Q10641333
XX 0 FRIBG 20060029;Allium cernuum Roth;G‚ophytes;Allium cernuum;allium cernuum;416480;416480;species;http://www.wikidata.org/entity/Q10641333;Q10641333
XX 0 RAMB 206951;Allium christophii Trautv.;G‚ophytes;Allium christophii;allium christophii;309937;309937;species;;
XX 0 FRIBG 20140564;Allium fistulosum L.;Syst‚¨me 4;Allium fistulosum;allium fistulosum;856720;856720;species;http://www.wikidata.org/entity/Q27938;Q27938
XX 0 FRIBG 19950608;Allium flavum L. s.l.;G‚ophytes;Allium flavum;allium flavum;412492;412492;species;;
XX 0 FRIBG 19820006;Allium flavum L. subsp. flavum;Pl. m‚dit.;Allium flavum;allium flavum;412492;412492;species;;
XX 0 FRIBG 20140383;Allium giganteum Regel;G‚ophytes;Allium giganteum;allium giganteum;416484;416484;species;http://www.wikidata.org/entity/Q736155;Q736155
IT 0 GZU 99 702388;Allium insubricum Boiss. et Reut.;Syst‚¨me 4;Allium insubricum;allium insubricum;346332;346332;species;;
XX 0 FRIBG 20150358;Allium karataviense Regel;G‚ophytes;Allium karataviense;allium karataviense;942185;942185;species;http://www.wikidata.org/entity/Q4268503;Q4268503
CH 0 FRIBG 20040667;Allium lusitanicum Lam.;Alp. calcaire 6;Allium lusitanicum;allium lusitanicum;933614;933614;species;;
CH 0 FRIBG 20031039;Allium lusitanicum Lam.;Pl. prot‚g‚es;Allium lusitanicum;allium lusitanicum;933614;933614;species;;
CH 0 FRIBG 20040667;Allium lusitanicum Lam.;G‚ophytes;Allium lusitanicum;allium lusitanicum;933614;933614;species;;
XX 0 FRIBG 19950610;Allium moly L.;G‚ophytes;Allium moly;allium moly;737244;737244;species;;
XX 0 FRIBG 20060030;Allium narcissiflorum Vill.;G‚ophytes;Allium narcissiflorum;allium narcissiflorum;3994104;3994104;species;http://www.wikidata.org/entity/Q751336;Q751336
GR 0 OSN 2005-397;Allium nigrum L.;G‚ophytes;Allium nigrum;allium nigrum;679985;679985;species;http://www.wikidata.org/entity/Q161316;Q161316
XX 0 FRIBG 20150360;Allium nigrum L.;G‚ophytes;Allium nigrum;allium nigrum;679985;679985;species;http://www.wikidata.org/entity/Q161316;Q161316
XX 0 FRIBG 20140382;Allium obliquum L.;G‚ophytes;Allium obliquum;allium obliquum;34203;34203;species;http://www.wikidata.org/entity/Q4268511;Q4268511
CH 0 FRIBG 20040668;Allium oleraceum L.;Alp. calcaire 3;Allium oleraceum;allium oleraceum;989625;989625;species;;
XX 0 PORTY 10475;Allium oreophilum C. A. Mey.;G‚ophytes;Allium oreophilum;allium oreophilum;942181;942181;species;http://www.wikidata.org/entity/Q3502763;Q3502763
XX 00 FRIBG 20160512;Allium oschaninii B. Fedtsch.;Syst‚¨me 4;Allium oschaninii;allium oschaninii;963502;963502;species;;
XX 0 FRIBG 20020087;Allium paradoxum G. Don;G‚ophytes;Allium paradoxum;allium paradoxum;34199;34199;species;;
;Allium porrum L.;Syst‚¨me 4;Allium nigrum;allium nigrum;679985;679985;species;http://www.wikidata.org/entity/Q161316;Q161316
XX 0 FRIBG 19960476;Allium rosenbachianum Regel;G‚ophytes;Allium rosenbachianum;allium rosenbachianum;357119;357119;species;;
;Allium sativum L.;M‚dicinal;Allium sativum;allium sativum;748370;748370;species;http://www.wikidata.org/entity/Q23400;Q23400
;Allium sativum L.;Syst‚¨me 4;Allium sativum;allium sativum;748370;748370;species;http://www.wikidata.org/entity/Q23400;Q23400
CH 0 FRIBG 20020381;Allium schoenoprasum L.;Alp. calcaire 6;Allium schoenoprasum;allium schoenoprasum;626975;626975;species;http://www.wikidata.org/entity/Q51148;Q51148
XX 0 FRIBG 20150357;Allium schubertii Zucc.;G‚ophytes;Allium schubertii;allium schubertii;942177;942177;species;http://www.wikidata.org/entity/Q4268445;Q4268445
XX 0 FRIBG 20140384;Allium siculum subsp. dioscoridis (Sm.) K.Richt.;G‚ophytes;Allium siculum;allium siculum;921503;921503;species;http://www.wikidata.org/entity/Q2291021;Q2291021
XX 0 FRIBG 20030346;Allium sikkimense Baker;G‚ophytes;Allium sikkimense;allium sikkimense;106093;106093;species;;
FR 0 FRIBG 19930515;Allium sphaerocephalon L.;Pl. m‚dit.;Allium sphaerocephalon;alliumhaerocephalon;505052;505052;species;;
FR 0 FRIBG 19950247;Allium sphaerocephalon L.;G‚ophytes;Allium sphaerocephalon;alliumhaerocephalon;505052;505052;species;;
CH 0 FRIBG 20030676;Allium sphaerocephalon L.;Steppe val.;Allium sphaerocephalon;alliumhaerocephalon;505052;505052;species;;
CH 0 FRIBG 20050500;Allium sphaerocephalon L.;Pl. prot‚g‚es;Allium sphaerocephalon;alliumhaerocephalon;505052;505052;species;;
CH 0 FRIBG 20010530;Allium sphaerocephalon L.;Alp. calcaire 6;Allium sphaerocephalon;alliumhaerocephalon;505052;505052;species;;
XX 0 FRIBG 20040534;Allium stipitatum Regel;G‚ophytes;Allium stipitatum;allium stipitatum;942173;942173;species;http://www.wikidata.org/entity/Q3735732;Q3735732
IL 0 FRIBG 20130027;Allium tel-avivense Eig.;G‚ophytes;Allium tel-avivense;allium tel-avivense;3994024;3994024;species;;
XX 0 G 19896825;Allium triquetrum L.;G‚ophytes;Allium triquetrum;allium triquetrum;626970;626970;species;http://www.wikidata.org/entity/Q1532690;Q1532690
XX 0 FRIBG 20030895;Allium tuberosum Spreng.;G‚ophytes;Allium tuberosum;allium tuberosum;748374;748374;species;http://www.wikidata.org/entity/Q42285;Q42285
XX 0 MJG 19--38110;Allium tuberosum Spreng.;Syst‚¨me 4;Allium tuberosum;allium tuberosum;748374;748374;species;http://www.wikidata.org/entity/Q42285;Q42285
XX 0 FRIBG 10000576;Allium ursinum L.;M‚dicinal;Allium ursinum;allium ursinum;748364;748364;species;http://www.wikidata.org/entity/Q130882;Q130882
CH 0 FRIBG 20020663;Allium victorialis L.;Alp. calcaire 4;Allium victorialis;allium victorialis;650740;650740;species;http://www.wikidata.org/entity/Q162924;Q162924
XX 0 FRIBG 19960394;Allium victorialis L.;G‚ophytes;Allium victorialis;allium victorialis;650740;650740;species;http://www.wikidata.org/entity/Q162924;Q162924
CH 0 FRIBG 20120208;Allium victorialis L.;Alp. calcaire 2;Allium victorialis;allium victorialis;650740;650740;species;http://www.wikidata.org/entity/Q162924;Q162924
;Allium vineale L.;G‚ophytes;Allium vineale;allium vineale;894665;894665;species;http://www.wikidata.org/entity/Q161230;Q161230
XX 0 FRIBG 20180319;Allium x proliferum (Moench) Willd.;Syst‚¨me 4;Allium carolinianum;allium carolinianum;812430;812430;species;;
XX 0 FRIBG 10003139;Alloplectus vittatus Andr‚;Serre 4;;;;;;;
CH 0 FRIBG 19970471;Alnus glutinosa (L.) Gaertn.;Arboretum;Alnus glutinosa;alnus glutinosa;791130;791130;species;http://www.wikidata.org/entity/Q156904;Q156904
XX 0 FRIBG 10000577;Alnus incana Moench;Arboretum;Alnus incana;alnus incana;791133;791133;species;http://www.wikidata.org/entity/Q157641;Q157641
XX 0 FRIBG 10000578;Alnus rugosa Sprengel;Arboretum;Alnus rugosa;alnus rugosa;791133;791133;species;http://www.wikidata.org/entity/Q157641;Q157641
XX 0 FRIBG 10000579;Alnus viridis (Chaix) DC.;Alp. siliceux;Alnus viridis;alnus viridis;456839;456839;species;http://www.wikidata.org/entity/Q20720096;Q20720096
XX 0 FRIBG 10002517;Alnus viridis (Chaix) DC.;Alp. calcaire 1;Alnus viridis;alnus viridis;456839;456839;species;http://www.wikidata.org/entity/Q20720096;Q20720096
XX 0 FRIBG 10003140;Alocasia macrorrhiza (L.) G. Don;Serre 4;Alocasia macrorrhiza;alocasia macrorrhiza;481963;481963;species;http://www.wikidata.org/entity/Q1484310;Q1484310
XX 0 FRIBG 20120310;Aloe arborescens Mill.;Serre 1 S-Afr.;Aloe arborescens;aloe arborescens;720407;720407;species;http://www.wikidata.org/entity/Q162137;Q162137
XX 0 FRIBG 10000580;Aloe aristata Haw.;Serre 1 S-Afr.;Aloe aristata;aloe aristata;371108;371108;species;;
XX 0 FRIBG 19730560;Aloe ciliaris Haw.;Serre 1 S-Afr.;Aloe ciliaris;aloe ciliaris;608126;608126;species;;
XX 0 FRIBG 20140165;Aloe ferox Mill.;Serre 1 S-Afr.;Aloe ferox;aloe ferox;608115;608115;species;http://www.wikidata.org/entity/Q1194889;Q1194889
XX 0 FRIBG 10003066;Aloe perfoliata L.;Serre 1 S-Afr.;Aloe perfoliata;aloe perfoliata;598198;598198;species;http://www.wikidata.org/entity/Q3280517;Q3280517
XX 0 FRIBG 19890641;Aloe secundiflora Engl.;Multiplication;Aloe secundiflora;aloe secundiflora;3996902;3996902;species;http://www.wikidata.org/entity/Q1686097;Q1686097
XX 0 FRIBG 19970545;Aloe sp.;Serre 1 S-Afr.;Aloe arborescens;aloe arborescens;720407;720407;species;http://www.wikidata.org/entity/Q162137;Q162137
XX 0 FRIBG 20120311;Aloe sp.;Multiplication;Aloe arborescens;aloe arborescens;720407;720407;species;http://www.wikidata.org/entity/Q162137;Q162137
XX 0 FRIBG 20120356;Aloe sp.;Serre 1 S-Afr.;Aloe arborescens;aloe arborescens;720407;720407;species;http://www.wikidata.org/entity/Q162137;Q162137
XX 0 FRIBG 20120342;Aloe vera (L.) Burm. f.;Serre 1 S-Afr.;Aloe vera;aloe vera;62303;62303;species;http://www.wikidata.org/entity/Q80079;Q80079
XX 0 FRIBG 10000582;Alonsoa caulialata Ruiz et Pav.;Syst‚¨me 1;Alonsoa caulialata;alonsoa caulialata;1002217;1002217;species;;
AT 0 FRIBG 20030273;Alopecurus pratensis L.;Syst‚¨me 4;Alopecurus pratensis;alopecurus pratensis;463754;463754;species;;
XX 0 FRIBG 19960384;Aloysia triphylla (L'H‚r.) Britton;Mur;;;;;;;
XX 0 FRIBG 20080207;Alpinia galanga (L.) Willd.;Serre 5;Alpinia galanga;alpinia galanga;1063872;1063872;species;http://www.wikidata.org/entity/Q402971;Q402971
XX 0 FRIBG 20040092;Alpinia officinarum Hance;Serre 5;Alpinia officinarum;alpinia officinarum;477388;477388;species;http://www.wikidata.org/entity/Q1281083;Q1281083
XX 0 FRIBG 10000585;Althaea armeniaca Ten.;Syst‚¨me 3;Althaea armeniaca;althaea armeniaca;447106;447106;species;http://www.wikidata.org/entity/Q2068032;Q2068032
XX 0 FRIBG 19910158;Althaea cannabina L.;Syst‚¨me 3;Althaea cannabina;althaea cannabina;447111;447111;species;http://www.wikidata.org/entity/Q2561295;Q2561295
XX 0 FRIBG 10002518;Althaea officinalis L.;M‚dicinal;Althaea officinalis;althaea officinalis;643492;643492;species;http://www.wikidata.org/entity/Q158496;Q158496
CH 0 FRIBG 19950304;Alyssoides utriculata (L.) Moench;Alp. calcaire 3;Alyssoides utriculata;alyssoides utriculata;957176;957176;species;;
